Description,Selection Return 01/04/1999 - 01/29/1999,Selection Return 02/01/1999 - 02/26/1999,Selection Return 03/01/1999 - 03/31/1999,Selection Return 04/01/1999 - 04/30/1999,Selection Return 05/03/1999 - 05/28/1999,Selection Return 06/01/1999 - 06/30/1999,Selection Return 07/01/1999 - 07/30/1999,Selection Return 08/02/1999 - 08/31/1999,Selection Return 09/01/1999 - 09/30/1999,Selection Return 10/01/1999 - 10/29/1999,Selection Return 11/01/1999 - 11/30/1999,Selection Return 12/01/1999 - 12/31/1999,Selection Return 01/03/2000 - 01/31/2000,Selection Return 02/01/2000 - 02/29/2000,Selection Return 03/01/2000 - 03/31/2000,Selection Return 04/03/2000 - 04/28/2000,Selection Return 05/01/2000 - 05/31/2000,Selection Return 06/01/2000 - 06/30/2000,Selection Return 07/03/2000 - 07/31/2000,Selection Return 08/01/2000 - 08/31/2000,Selection Return 09/01/2000 - 09/29/2000,Selection Return 10/02/2000 - 10/31/2000,Selection Return 11/01/2000 - 11/30/2000,Selection Return 12/01/2000 - 12/29/2000,Selection Return 01/02/2001 - 01/31/2001,Selection Return 02/01/2001 - 02/28/2001,Selection Return 03/01/2001 - 03/30/2001,Selection Return 04/02/2001 - 04/30/2001,Selection Return 05/01/2001 - 05/31/2001,Selection Return 06/01/2001 - 06/29/2001,Selection Return 07/02/2001 - 07/31/2001,Selection Return 08/01/2001 - 08/31/2001,Selection Return 09/04/2001 - 09/28/2001,Selection Return 10/01/2001 - 10/31/2001,Selection Return 11/01/2001 - 11/30/2001,Selection Return 12/03/2001 - 12/31/2001,Selection Return 01/02/2002 - 01/31/2002,Selection Return 02/01/2002 - 02/28/2002,Selection Return 03/01/2002 - 03/28/2002,Selection Return 04/01/2002 - 04/30/2002,Selection Return 05/01/2002 - 05/31/2002,Selection Return 06/03/2002 - 06/28/2002,Selection Return 07/01/2002 - 07/31/2002,Selection Return 08/01/2002 - 08/30/2002,Selection Return 09/03/2002 - 09/30/2002,Selection Return 10/01/2002 - 10/31/2002,Selection Return 11/01/2002 - 11/29/2002,Selection Return 12/02/2002 - 12/31/2002,Selection Return 01/02/2003 - 01/31/2003,Selection Return 02/03/2003 - 02/28/2003,Selection Return 03/03/2003 - 03/31/2003,Selection Return 04/01/2003 - 04/30/2003,Selection Return 05/01/2003 - 05/30/2003,Selection Return 06/02/2003 - 06/30/2003,Selection Return 07/01/2003 - 07/31/2003,Selection Return 08/01/2003 - 08/29/2003,Selection Return 09/02/2003 - 09/30/2003,Selection Return 10/01/2003 - 10/31/2003,Selection Return 11/03/2003 - 11/28/2003,Selection Return 12/01/2003 - 12/31/2003,Selection Return 01/02/2004 - 01/30/2004,Selection Return 02/02/2004 - 02/27/2004,Selection Return 03/01/2004 - 03/31/2004,Selection Return 04/01/2004 - 04/30/2004,Selection Return 05/03/2004 - 05/28/2004,Selection Return 06/01/2004 - 06/30/2004,Selection Return 07/01/2004 - 07/30/2004,Selection Return 08/02/2004 - 08/31/2004,Selection Return 09/01/2004 - 09/30/2004,Selection Return 10/01/2004 - 10/29/2004,Selection Return 11/01/2004 - 11/30/2004,Selection Return 12/01/2004 - 12/31/2004,Selection Return 01/03/2005 - 01/31/2005,Selection Return 02/01/2005 - 02/28/2005,Selection Return 03/01/2005 - 03/31/2005,Selection Return 04/01/2005 - 04/29/2005,Selection Return 05/02/2005 - 05/31/2005,Selection Return 06/01/2005 - 06/30/2005,Selection Return 07/01/2005 - 07/29/2005,Selection Return 08/01/2005 - 08/31/2005,Selection Return 09/01/2005 - 09/30/2005,Selection Return 10/03/2005 - 10/31/2005,Selection Return 11/01/2005 - 11/30/2005,Selection Return 12/01/2005 - 12/30/2005,Selection Return 01/03/2006 - 01/31/2006,Selection Return 02/01/2006 - 02/28/2006,Selection Return 03/01/2006 - 03/31/2006,Selection Return 04/03/2006 - 04/28/2006,Selection Return 05/01/2006 - 05/31/2006,Selection Return 06/01/2006 - 06/30/2006,Selection Return 07/03/2006 - 07/31/2006,Selection Return 08/01/2006 - 08/31/2006,Selection Return 09/01/2006 - 09/29/2006,Selection Return 10/02/2006 - 10/31/2006,Selection Return 11/01/2006 - 11/30/2006,Selection Return 12/01/2006 - 12/29/2006,Selection Return 01/03/2007 - 01/31/2007,Selection Return 02/01/2007 - 02/28/2007,Selection Return 03/01/2007 - 03/30/2007,Selection Return 04/02/2007 - 04/30/2007,Selection Return 05/01/2007 - 05/31/2007,Selection Return 06/01/2007 - 06/29/2007,Selection Return 07/02/2007 - 07/31/2007,Selection Return 08/01/2007 - 08/31/2007,Selection Return 09/04/2007 - 09/28/2007,Selection Return 10/01/2007 - 10/31/2007,Selection Return 11/01/2007 - 11/30/2007,Selection Return 12/03/2007 - 12/31/2007,Selection Return 01/02/2008 - 01/31/2008,Selection Return 02/01/2008 - 02/29/2008,Selection Return 03/03/2008 - 03/31/2008,Selection Return 04/01/2008 - 04/30/2008,Selection Return 05/01/2008 - 05/30/2008,Selection Return 06/02/2008 - 06/30/2008,Selection Return 07/01/2008 - 07/31/2008,Selection Return 08/01/2008 - 08/29/2008,Selection Return 09/02/2008 - 09/30/2008,Selection Return 10/01/2008 - 10/31/2008,Selection Return 11/03/2008 - 11/28/2008,Selection Return 12/01/2008 - 12/31/2008,Selection Return 01/02/2009 - 01/30/2009,Selection Return 02/02/2009 - 02/27/2009,Selection Return 03/02/2009 - 03/31/2009,Selection Return 04/01/2009 - 04/30/2009,Selection Return 05/01/2009 - 05/29/2009,Selection Return 06/01/2009 - 06/30/2009
Congress Large Cap Growth,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Consulting Group Large Cap Growth,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.285078,1.495024,-1.433026,0.163983,-2.451297,1.028274,-2.549373,-0.023682,0.528598,-1.310059,0.462208,-0.361652,2.31625,0.451836,-2.547437,0.632909,0.683508,1.460866,1.058989,-0.139528,-0.437444,1.143881,0.30712,-0.734974,0.762181,-1.187896,-0.432697,-0.419624,-0.123714,0.700669,0.752955,0.77094,-0.39253,0.002888,-0.109363,1.142031,0.288233,0.609489,-0.172694,-0.966312,-1.314389,1.122453,0.951205,2.016408,-0.536197,0.979672,0.470197,0.573863,0.618497,1.134596,-0.320575,-1.559125,-1.358162,-0.282756,0.235613,-0.317851,0.558741,-1.256818,-1.145058,-0.757007,-0.119519,-0.042644,0.192581,-0.74011,0.092478,-0.05211,-1.34155,0.979826,0.800544,0.544474,1.179648,0.740298,0.517714,0.214761,0.545497,-0.354318,-0.49418,0.265986,1.987606,1.044738,1.642219,-1.365694,-1.261947,-2.64576,0.128268,-1.488103,-1.020826,0.488548,0.613558,0.331794,-4.103207,0.068065,0.124175
Counterpoint Select,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.422099,-0.774323,-1.079657,0.468124,3.222575,0.423429,-0.077582,-1.629555,-1.677463,1.421463,2.514488,-6.359508,-0.537188,0.388968,-2.180032,-1.776061,-2.47865,-1.705182,-0.696214,0.216537,2.000538,-2.563469,5.573914,-1.036892,1.724504,0.236199,1.523869,3.694914,-1.538442,1.657192,-0.240253
Credit Suisse Large Cap Growth Comm,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.006656,0.356095,0.078857,-2.052557,-1.000187,-1.488985,-1.037166,-0.076262,-1.473714,-0.654398,0.068169,1.005533,-0.152194,-1.667451,-0.422657,0.774881,-0.199054,-1.196462,-0.449282,-0.69164,1.379789,0.700514,-1.948761,-1.468191,-0.06235,-0.125537,-0.133501,-0.605604,0.695633,-0.299146,0.526172,0.752169,0.21851,0.189662,-1.939622,1.381372,-0.924073,0.54901,1.215219,-1.587357,-0.975088,-0.173353,0.830917,-0.097013,-0.295336,-1.016476,0.702628,-0.70287,-0.135188,0.044858,0.175529,-0.094239,-0.859121,-1.282235,-0.620893,-1.675297,0.075507,-0.173817,-0.022333,-0.571135,-1.874825,-0.815116,-0.079165,0.388879,-0.865402,0.258793,0.790514,-0.353228,-0.387959,-0.232656,-0.349751,-0.416436,-0.634977,0.515857,0.588131,-1.084035,-0.654203,-0.818704,-0.966403,-0.644162,0.508066,-0.604667,0.125197,-0.26081,1.54452,-2.057087,2.543719,-0.220828,-0.408473,0.957668,-0.35339,0.33129,-0.62826
DWS Capital Growth S,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.03756,-0.79027,-0.105287,0.349223,0.291105,-0.04675,-0.938015,-0.79401,-0.601064,-0.209721,0.002315,-0.227021,-0.791599,0.069921,-1.355254,0.630941,0.017549,0.054982,-0.393143,-0.147783,-1.311938,0.135904,0.169245,-0.754276,-0.576723,-0.944291,0.043682,-0.184487,0.574602,0.09146,0.186626,-0.057674,-0.116912,-0.129579,-0.21956,0.070623,-0.896415,0.010899,-0.289728,0.230355,-0.134114,0.614788,0.428114,0.088423,-0.01617,0.553762,0.076271,0.298287,0.342243,-0.456407,-0.488794,0.353805,-1.344894,-0.282477,-0.594135,-0.851583,0.210925,0.442707,-0.886915,-0.042027,-0.141338,-0.443021,-0.586618,-0.137038,-0.427122,0.219262,0.321001,-0.262549,-0.186078,-0.299695,0.712749,0.654932,-0.501417,0.209216,1.021668,-0.663429,1.82404,1.291683,0.254394,-0.291233,0.218967,0.368186,0.800859,-0.25542,-0.985685,0.169434,-1.159349,0.945038,-1.394875,-1.883902,0.025553,-0.688063,0.127008
DWS Disciplined Long/Short Growth A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.070266,1.069853,-1.86608,-1.086908,0.591044,0.250424,-0.292693,-2.003352,0.199619,-0.109703,-0.139148,-0.053658,-0.647095,0.805014,1.589414,-1.513284,-2.201826,0.387073,1.009201,-0.234356,-0.711679,-2.385874,0.562382,-2.348775,1.394825,0.833077,-2.507952,-0.928815,-2.449862,0.345813,-0.369223
DWS Large Company Growth S,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.765515,-0.921967,-0.9591,-0.869889,-0.508789,1.133817,-1.056185,-0.567703,-1.055802,-0.593243,0.138687,0.311074,0.473646,-1.163559,-0.673816,0.450935,0.643075,-0.10087,-0.651827,-1.091907,-1.753889,0.779244,0.500218,-1.239143,-0.403979,-0.706949,-0.108728,-0.242864,-0.257708,-0.022352,-0.303906,0.290936,-0.171359,0.08941,-0.551924,-0.296314,-0.645467,-0.122356,-0.359393,0.457459,-0.258631,0.476267,0.242515,-0.066518,-0.210357,0.691788,0.057153,0.362361,0.289499,-0.309758,-0.504259,0.252577,-1.311843,-0.229027,-0.527786,-0.935021,0.021208,0.462699,-0.932508,0.008002,-0.142192,-0.583087,-0.574178,-0.129338,-0.376669,0.181889,0.343331,-0.152281,-0.171459,-0.28035,0.801368,0.738955,-0.530343,0.144624,1.021383,-0.739542,1.77415,1.174614,0.653129,-0.481777,0.259567,0.492279,0.653357,-0.328358,-0.827913,-0.616033,-1.424681,1.471573,-1.888361,-2.479623,-0.436472,-0.007896,-0.142745
Davenport Core,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.411168,0.274419,0.036702,-0.216295,0.468733,-1.120347,-0.10507,0.271294,-0.491583,-0.951099,0.773095,0.010992,0.0985,-1.200036,0.087482,-0.353999,-0.432016,0.543982,0.385644,-0.495263,0.12938,0.889716,-0.142821,-0.71166,-1.599045,0.429327,0.042553,0.479889,0.314029,-0.469639,-0.150435,0.04585,-0.029635,0.380296,-1.157806,0.429147,-0.341454,0.394493,0.168138,0.251623,0.591298,-0.572258,-0.578728,-0.4303,-0.536701,0.325245,-0.191486,-1.345848,-0.440298,0.036443,0.514045,-0.912883,-1.339384,0.194891,0.299835,0.511318,-0.183424,-0.241058,-0.226962,0.051907,-0.237838,-0.657217,0.209414,0.357337,-0.463282,0.227392,-0.731463,0.839532,1.311146,0.224916,0.60559,0.60387,0.52909,0.880304,-0.376369,-0.395546,0.39617,0.442567,0.142219,-0.750498,-1.505548,-1.228954,0.528197,1.276486,-0.415382,-0.322425,-1.395112,-0.749583,0.649602,-0.801398,0.630872,-0.776329,0.20324
Davis Opportunity B,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.126558,0.851072,-0.565156,1.150668,2.426247,0.920021,0.228059,-0.057147,-0.853307,0.47689,-0.507992,2.608371,1.072605,1.574862,-0.493389,-0.869524,-0.059883,-0.995524,3.015997,-0.304709,1.180043,-1.232681,1.940508,-0.049632,-0.312962,0.2456,-0.86911,0.604073,1.1559,-1.354017,0.745685,-0.318635,-1.615315,-0.456109,-0.268453,0.441037,-0.155457,0.262635,-0.458851,1.025854,0.061978,-0.490704,-0.841195,0.104117,0.023964,-0.133835,-0.393149,-1.475316,-0.938674,-0.400176,0.865736,-0.827904,0.517401,1.207905,0.700419,0.245091,-1.418428,-1.485204,-0.142802,1.682329,-1.998916,-0.081475,1.296576,-1.393968,0.323881,-1.95264,-0.811418,0.886876,1.030383,0.568824,-0.685394,-1.537947,-1.728473,-2.231739,-0.923587,-0.687028,-2.605499,-0.343745,-3.155454,0.319823,-3.076921,-1.313986,-0.287963,0.402527,-1.05107,-0.885584,0.58685,2.232166,0.093441,-1.143284,-0.546959,2.552863,0.701878
Delaware Optimum Large Cap Growth A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.346812,-0.318777,-1.094085,-0.199683,-1.258112,0.063574,0.522081,-0.036165,-0.077851,-0.033869,-0.113076,0.526567,1.306132,-0.455049,0.765335,1.107091,-0.470886,-1.055805,0.024122,0.449012,-0.133627,-0.05549,-0.459882,-0.504643,0.099598,0.658592,-0.018848,0.254582,0.037109,-0.354274,-0.604207,-0.165223,-0.117257,0.116196,-0.67983,-1.147406,0.263586,-0.840108,-0.420753,0.726644,0.655562,-0.675308,-0.714513,-0.76474,-0.364827,0.153338,-0.764379,-0.128264,1.098371,0.082262,-0.660386,-0.435746,-0.955082,-1.466775,-0.656413,0.925099,-0.871032,0.712539,-0.372639,-0.592139,-1.155017,1.148824,-2.510393,-0.893246,0.210693,0.26853,-1.155669,-0.473789,0.846291,-1.117054
Delaware Pooled Large-Cap Growth Equity,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.465686,-1.166368,-0.777777,0.597865,-1.801216,-1.649298,1.83368,-3.826803,0.77054,-0.575091,-1.167949,0.025185,0.792417,0.890423,0.538896,-2.545828,-3.780493,0.144211,1.215611,1.806352,1.046607,1.526776,-0.052087,0.662979,0.274747,-0.340959,-1.792216,1.177189,-1.59736,-0.228472,-3.163967,-0.248142,0.739773,-2.473888,2.085589,-1.735085,0.240006,-0.311207,2.633114,1.300913,-0.955331,1.001126,-1.344771
Delaware U.S. Growth A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.09355,-0.96262,-1.597825,0.813986,-0.428463,-0.880807,-0.028968,-0.879723,-3.304534,-0.791333,-1.059994,0.413207,-1.10588,0.798899,-2.103472,0.312658,1.207034,-1.329998,0.24093,-2.462764,-2.803224,-1.013596,-1.725542,-1.988968,-0.3404,0.01493,-0.441837,-0.278914,-0.738997,-1.216357,-1.727516,-0.790928,-1.532334,0.560499,-1.038826,0.564345,-0.809437,0.395484,0.334702,0.487685,-0.97642,0.720895,0.506692,-0.097203,1.015169,2.625784,1.552892,0.469293,1.466476,0.195982,-0.604952,-2.051829,-0.824905,0.315639,-1.857905,-1.242163,1.739879,-3.603069,0.854059,-0.33173,-1.5151,0.351673,0.611847,1.174727,0.553028,-2.433013,-3.849019,0.196786,1.092327,1.70399,1.120934,1.396836,-0.065345,0.64101,0.235966,-0.269365,-1.931886,1.260262,-1.692104,-0.220661,-3.059413,-0.158655,0.727433,-3.131458,2.655603,-1.824676,-0.50446,-0.438197,2.726753,1.727991,-0.734635,1.233638,-1.494207
Direxion HCM Freedom Svc,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Direxion NASDAQ-100 Bull 2.5X Inv,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.369217,-10.796903,8.229411,10.282445,5.260951,2.727102,-7.740881,3.597944,-5.007862,-2.087578,9.562921,2.116477,-2.401443,-2.319126,5.884498,5.088499,8.541745,-11.329743,-1.909031,-18.398263,-14.843263,5.153424,13.236436,10.324669,-15.307213,1.214086,5.14013,-23.295,-16.697887,-20.736259,-5.630345,-1.820152,-6.514956,12.764503,16.91204,-4.253559,5.697254
Dreyfus Alpha Growth B,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.57328,2.957123,2.446271,-1.44778,0.391094,-0.109448,-0.233546,1.256728,0.338827,-0.368433,-0.159167,2.034668,0.767742,-4.735091,-0.148767,-0.894531,-0.073489,0.775409,-0.346893,-1.962442,-0.898673,-0.774811,0.047096,-0.866604,0.839148,-0.674758,0.938197,-2.370975,0.121053,-0.968694,-3.194731,2.570988,0.549172,-2.535544,-1.832276,1.935335,-2.204578,-2.150602,-2.387208,-1.542204,1.671971,1.201138,-0.9463,-0.389059,-0.507986,-0.124913,1.414209,0.451586,0.340277,-0.877871,-0.642483,1.121245,-4.693593,-0.530708,0.531697,-0.355114,-0.546586,-1.973872,-2.275149,-1.319313,-0.762222,-0.870615,-1.280443,-1.63678,-2.071753,0.269471,-0.244677,-0.328584,-0.84789,-0.497484,0.204226,0.406587,-2.467383,0.05751,-0.957305,-1.82706,1.557835,-0.136497,0.115188,-0.639336,-1.38611,-1.390114,2.159601,0.891741,-0.883774,-0.546025,0.345924,0.969176,-1.44949,-1.602473,-1.19923,0.507327,-0.728061
Dreyfus Equity Growth F,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.801137,0.549076,-0.205092,0.780941,-0.88503,1.400343,-1.085902,-0.328725,-0.805563,-0.149746,-1.373905,0.723904,-0.23163,-1.23518,-0.559429,1.739162,0.078276,0.411283,-0.175167,-1.123637,0.12043,0.174179,0.498383,-1.842998,-0.006041,-0.05451,0.384612,-0.602578,-0.145796,-0.460544,-1.469288,0.778152,0.870458,0.394486,0.247547,-0.538307,1.958186,-0.657951,0.174192,0.299552,-1.090067,1.081852,-0.981048,-0.634525,-0.848719,-0.029105,0.372834,-0.094407,0.713124,0.463738,-0.017687,0.393778,1.537903,-0.110226,0.528747,-0.938479,-0.51906,0.323007,0.415623,1.028669,-0.777817,0.719345,-0.686032,0.168751,-0.574139,-0.291485,-0.740116,-1.17055,0.221336,-0.072629,0.292682,0.008053,0.183637,-0.875613,0.194696,-0.767926,-1.093441,-0.303016,0.630181,-0.322501,-0.246434,-1.737846,1.506267,-0.630161,-0.33596,-0.8183,-0.257589,-1.440308,1.117774,-1.543189,-1.202852,-0.139056,-0.370378
Dreyfus Growth & Income,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.012189,0.395175,0.455353,-0.443324,-0.042661,0.319408,-0.128393,-0.461816,-0.06646,-0.292892,-0.478505,-0.409999,0.664537,-0.669459,-0.909413,-1.128354,0.330482,-0.416411,0.801537,-0.061886,-1.007631,-0.737595,0.480424,-0.350722,-0.335674,0.005772,0.246006,-0.600777,-0.558739,0.215559,-1.024111,-0.066109,0.147983,-0.230466,-0.194991,-0.646894,0.228132,-0.416127,0.183837,-0.05905,-0.738852,-0.000439,0.119301,-0.469337,-0.199584,-0.566645,-0.766046,0.068699,-0.318819,0.243649,-0.392852,-0.101985,-0.171716,0.024331,0.501283,-0.887096,-0.57821,0.455396,0.873605,1.195365,-0.704006,0.620748,-0.962666,0.36338,-0.64828,-0.443385,-0.66852,-1.158663,0.244314,-0.214673,0.72789,-0.133068,0.776874,-0.555389,0.365625,-1.355288,-0.86626,-0.193522,0.710443,0.519857,0.566895,-1.813009,1.577934,-1.034649,0.126739,0.084879,-0.150854,-1.997376,-0.187258,-0.112934,-1.130964,0.466318,-0.224934
Dreyfus Large Cap Growth I,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.095562,-0.509273,-0.216834,0.139041,0.070971,0.067937,-0.385297,-0.233749,-0.620174,-0.64531,-0.186588,-0.335307,-0.210573,0.657342,0.220842,-0.16094,0.474784,0.92049,-0.175432,-0.639694,-0.799346,0.013411,-1.08922,0.354215,-0.534058,-0.325675,-0.287981,-0.663532,0.375439,0.243974,-0.912843,-0.068762,-0.311571,0.7612,-0.979391,-0.799585,-0.183888,-0.658942,0.364837,-1.390453,-1.018917,0.376686,-0.484044,0.092807,-0.24369,-0.384739,-1.111923,-0.693164,-0.436089,-0.50531,1.035677,-0.307816,0.912622,-0.116124,-0.296493,-1.782108,0.244817,-0.574318,-0.733716,1.196886,-1.946372,0.712439,-0.210864,0.368785,0.031278,0.769018,-0.030953,0.032232,0.56111,-0.800887,0.962665,0.178446,0.710225,1.436454,1.000562,-1.550424,0.284861,0.416957,-0.98431,-0.189906,-0.902352,-0.849416,0.652844,-0.493235,0.305499,-1.307449,-0.010945,-0.79949,-0.298974,-0.448421,0.040588,-1.062765,-0.835194
Dreyfus Research Growth Z,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.327757,1.109726,-0.514541,-0.169238,-0.776065,-0.073504,0.595674,0.506498,0.179335,-0.23297,-0.38633,0.232826,-0.080716,-0.723144,-0.717571,0.098806,0.240249,0.074679,0.653233,-0.231431,-0.65574,-0.817321,0.586803,-0.687483,0.261984,-0.179516,0.264905,-1.151823,-0.161442,0.365127,-1.020346,-0.103152,-0.031456,0.506322,0.150585,-0.303968,-0.114629,-0.736038,0.060514,-0.191636,-1.527733,0.483061,-0.009036,0.049334,-0.444612,0.039678,-0.303304,0.355812,0.400331,0.361666,-0.033621,0.365965,-0.513846,-0.047673,-0.239438,-1.319446,0.202117,-0.146415,-0.489408,0.215975,-0.026346,0.073296,-0.187632,0.479028,-0.25566,0.160015,0.106985,-0.218822,-0.171316,-0.598607,0.459263,0.259288,0.563138,-0.010291,0.512104,-0.487188,0.293758,0.308659,-0.043299,-0.815911,0.170863,-1.436049,0.226386,-0.737732,0.235361,-0.475425,-0.084271,0.144695,0.231681,-0.521608,-0.682722,-0.338324,-0.088985
